,No,Sell to Customer No,Ship-to Code,Ship-to County,Posting Date,Customer Posting Group,Salesperson Code,Gen Bus Posting Group,Order Type ID,Is DI Drop Ship,Clean Ship-to County
7899,SCM+058349,1DELUC,DEFAULT,NV,2018-11-20 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7900,SCM+058350,1DELUC,DEFAULT,NV,2018-11-20 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7901,SCM+058361,1DELUC,DEFAULT,NV,2018-11-21 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7902,SCM+058363,1DELUC,DEFAULT,NV,2018-11-21 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7903,SCM+058419,1DELUC,DEFAULT,NV,2018-11-28 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7904,SCM+058547,1DELUC,DEFAULT,NV,2018-12-12 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7905,SCM+058668,1DELUC,DEFAULT,NV,2018-12-24 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7906,SCM+058669,1DELUC,DEFAULT,NV,2018-12-24 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7907,SCM+058693,1DELUC,DEFAULT,NV,2018-12-26 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7908,SCM+058984,1DELUC,DEFAULT,NV,2019-01-14 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7909,SCM+058985,1DELUC,DEFAULT,NV,2019-01-14 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7910,SCM+058986,1DELUC,DEFAULT,NV,2019-01-14 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7911,SCM+058987,1DELUC,DEFAULT,NV,2019-01-14 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7912,SCM+058989,1DELUC,DEFAULT,NV,2019-01-14 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7913,SCM+058990,1DELUC,DEFAULT,NV,2019-01-14 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7914,SCM+058991,1DELUC,DEFAULT,NV,2019-01-14 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7915,SCM+058992,1DELUC,DEFAULT,NV,2019-01-14 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7916,SCM+059162,1DELUC,DEFAULT,NV,2019-01-31 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7917,SCM+059234,1DELUC,DEFAULT,NV,2019-02-07 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7918,SCM+059236,1DELUC,DEFAULT,NV,2019-02-07 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7919,SCM+059289,1DELUC,DEFAULT,NV,2019-02-15 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7920,SCM+059488,1DELUC,DEFAULT,NV,2019-03-08 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7921,SCM+059495,1DELUC,DEFAULT,NV,2019-03-08 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7922,SCM+059731,1DELUC,DEFAULT,NV,2019-04-01 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7923,SCM+059732,1DELUC,DEFAULT,NV,2019-04-01 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7924,SCM+059889,1DELUC,DEFAULT,NV,2019-04-18 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7925,SCM+059891,1DELUC,DEFAULT,NV,2019-04-18 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7926,SCM+059925,1DELUC,DEFAULT,NV,2019-04-24 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7927,SCM+059942,1DELUC,DEFAULT,NV,2019-04-26 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7928,SCM+060173,1DELUC,DEFAULT,NV,2019-05-21 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7929,SCM+060175,1DELUC,DEFAULT,NV,2019-05-21 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7930,SCM+060180,1DELUC,DEFAULT,NV,2019-05-24 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7931,SCM+060181,1DELUC,DEFAULT,NV,2019-05-24 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7932,SCM+060395,1DELUC,DEFAULT,NV,2019-06-13 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7933,SCM+060812,1DELUC,DEFAULT,NV,2019-07-23 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7934,SCM+060856,1DELUC,DEFAULT,NV,2019-07-25 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7935,SCM+060857,1DELUC,DEFAULT,NV,2019-07-25 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7936,SCM+060929,1DELUC,DEFAULT,NV,2019-08-02 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7937,SCM+061171,1DELUC,DEFAULT,NV,2019-09-03 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7938,SCM+061332,1DELUC,DEFAULT,NV,2019-09-18 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7939,SCM+061407,1DELUC,DEFAULT,NV,2019-09-23 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7940,SCM+061422,1DELUC,DEFAULT,NV,2019-09-24 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7941,SCM+061701,1DELUC,DEFAULT,NV,2019-10-24 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7942,SCM+061759,1DELUC,DEFAULT,NV,2019-10-30 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7943,SCM+062162,1DELUC,DEFAULT,NV,2019-12-05 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7944,SCM+062163,1DELUC,DEFAULT,NV,2019-12-05 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7945,SCM+062299,1DELUC,DEFAULT,NV,2019-12-17 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7946,SCM+062311,1DELUC,DEFAULT,NV,2019-12-18 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7947,SCM+062465,1DELUC,DEFAULT,NV,2020-01-06 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7948,SCM+062711,1DELUC,DEFAULT,NV,2020-01-24 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7949,SCM+062712,1DELUC,DEFAULT,NV,2020-01-24 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7950,SCM+063348,1DELUC,DEFAULT,NV,2020-04-06 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7951,SCM+063534,1DELUC,DEFAULT,NV,2020-04-24 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7952,SCM+063834,1DELUC,DEFAULT,NV,2020-06-08 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7953,SCM+063835,1DELUC,DEFAULT,NV,2020-06-08 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7954,SCM+063889,1DELUC,DEFAULT,NV,2020-06-17 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7955,SCM+064023,1DELUC,DEFAULT,NV,2020-07-09 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7956,SCM+064024,1DELUC,DEFAULT,NV,2020-07-09 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7957,SCM+064025,1DELUC,DEFAULT,NV,2020-07-09 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7958,SCM+064027,1DELUC,DEFAULT,NV,2020-07-09 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7959,SCM+064028,1DELUC,DEFAULT,NV,2020-07-09 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7960,SCM+064029,1DELUC,DEFAULT,NV,2020-07-09 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7961,SCM+064030,1DELUC,DEFAULT,NV,2020-07-09 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7962,SCM+064031,1DELUC,DEFAULT,NV,2020-07-09 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7963,SCM+064033,1DELUC,DEFAULT,NV,2020-07-09 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7964,SCM+064049,1DELUC,DEFAULT,NV,2020-07-09 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7965,SCM+064050,1DELUC,DEFAULT,NV,2020-07-09 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7966,SCM+064199,1DELUC,DEFAULT,NV,2020-07-27 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7967,SCM+065314,1DELUC,DEFAULT,NV,2020-12-09 00:00:00.000,1NATIONAL,ASC,NATWHO,0,No,NV
7968,SCM+051452,1DELUC,DEFAULT,NV,2016-09-30 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7969,SCM+051578,1DELUC,DEFAULT,NV,2016-10-17 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7970,SCM+051931,1DELUC,DEFAULT,NV,2016-11-18 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7971,SCM+051932,1DELUC,DEFAULT,NV,2016-11-18 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7972,SCM+052064,1DELUC,DEFAULT,NV,2016-12-05 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7973,SCM+052136,1DELUC,DEFAULT,NV,2016-12-08 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7974,SCM+052159,1DELUC,DEFAULT,NV,2016-12-09 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7975,SCM+052216,1DELUC,DEFAULT,NV,2016-12-19 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7976,SCM+052218,1DELUC,DEFAULT,NV,2016-12-19 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7977,SCM+052219,1DELUC,DEFAULT,NV,2016-12-19 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7978,SCM+052220,1DELUC,DEFAULT,NV,2016-12-19 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7979,SCM+052221,1DELUC,DEFAULT,NV,2016-12-20 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7980,SCM+052456,1DELUC,DEFAULT,NV,2017-01-20 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7981,SCM+052457,1DELUC,DEFAULT,NV,2017-01-20 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7982,SCM+052687,1DELUC,DEFAULT,NV,2017-02-08 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7983,SCM+052715,1DELUC,DEFAULT,NV,2017-02-10 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7984,SCM+052720,1DELUC,DEFAULT,NV,2017-02-10 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7985,SCM+052776,1DELUC,DEFAULT,NV,2017-02-21 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7986,SCM+052820,1DELUC,DEFAULT,NV,2017-02-23 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7987,SCM+052892,1DELUC,DEFAULT,NV,2017-03-02 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7988,SCM+052944,1DELUC,DEFAULT,NV,2017-03-08 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7989,SCM+052958,1DELUC,DEFAULT,NV,2017-03-09 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7990,SCM+053216,1DELUC,DEFAULT,NV,2017-04-10 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7991,SCM+053376,1DELUC,DEFAULT,NV,2017-04-26 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7992,SCM+053377,1DELUC,DEFAULT,NV,2017-04-26 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7993,SCM+053518,1DELUC,DEFAULT,NV,2017-05-11 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7994,SCM+053519,1DELUC,DEFAULT,NV,2017-05-11 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7995,SCM+053538,1DELUC,DEFAULT,NV,2017-05-12 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7996,SCM+053672,1DELUC,DEFAULT,NV,2017-06-01 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7997,SCM+053682,1DELUC,DEFAULT,NV,2017-06-02 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7998,SCM+053827,1DELUC,DEFAULT,NV,2017-06-15 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
7999,SCM+054053,1DELUC,DEFAULT,NV,2017-07-19 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8000,SCM+054054,1DELUC,DEFAULT,NV,2017-07-19 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8001,SCM+054122,1DELUC,DEFAULT,NV,2017-07-27 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8002,SCM+054123,1DELUC,DEFAULT,NV,2017-07-27 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8003,SCM+054124,1DELUC,DEFAULT,NV,2017-07-27 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8004,SCM+054125,1DELUC,DEFAULT,NV,2017-07-27 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8005,SCM+054126,1DELUC,DEFAULT,NV,2017-07-27 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8006,SCM+054326,1DELUC,DEFAULT,NV,2017-08-17 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8007,SCM+054433,1DELUC,DEFAULT,NV,2017-09-06 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8008,SCM+054449,1DELUC,DEFAULT,NV,2017-09-07 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8009,SCM+054468,1DELUC,DEFAULT,NV,2017-09-07 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8010,SCM+054785,1DELUC,DEFAULT,NV,2017-10-13 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8011,SCM+054834,1DELUC,DEFAULT,NV,2017-10-17 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8012,SCM+054926,1DELUC,DEFAULT,NV,2017-10-26 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8013,SCM+054927,1DELUC,DEFAULT,NV,2017-10-26 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8014,SCM+054934,1DELUC,DEFAULT,NV,2017-10-26 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8015,SCM+055108,1DELUC,DEFAULT,NV,2017-11-13 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8016,SCM+055110,1DELUC,DEFAULT,NV,2017-11-13 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8017,SCM+055366,1DELUC,DEFAULT,NV,2017-12-18 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8018,SCM+055390,1DELUC,DEFAULT,NV,2017-12-19 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8019,SCM+055391,1DELUC,DEFAULT,NV,2017-12-19 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8020,SCM+055444,1DELUC,DEFAULT,NV,2017-12-22 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8021,SCM+055581,1DELUC,DEFAULT,NV,2018-01-08 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8022,SCM+055592,1DELUC,DEFAULT,NV,2018-01-08 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8023,SCM+055665,1DELUC,DEFAULT,NV,2018-01-19 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8024,SCM+055859,1DELUC,DEFAULT,NV,2018-02-02 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8025,SCM+055901,1DELUC,DEFAULT,NV,2018-02-07 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8026,SCM+055971,1DELUC,DEFAULT,NV,2018-02-13 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8027,SCM+056011,1DELUC,DEFAULT,NV,2018-02-21 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8028,SCM+056094,1DELUC,DEFAULT,NV,2018-03-02 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8029,SCM+056097,1DELUC,DEFAULT,NV,2018-03-05 00:00:00.000,1NATIONAL,KJO,NATWHO,0,No,NV
8030,SCM+065973,1DELUC,DEFAULT,NV,2021-02-23 00:00:00.000,1NATIONAL,MBE,NATWHO,0,No,NV
8031,SCM+065974,1DELUC,DEFAULT,NV,2021-02-23 00:00:00.000,1NATIONAL,MBE,NATWHO,0,No,NV
8032,SCM+065975,1DELUC,DEFAULT,NV,2021-02-23 00:00:00.000,1NATIONAL,MBE,NATWHO,0,No,NV
8033,SCM+065977,1DELUC,DEFAULT,NV,2021-02-23 00:00:00.000,1NATIONAL,MBE,NATWHO,0,No,NV
8034,SCM+065978,1DELUC,DEFAULT,NV,2021-02-23 00:00:00.000,1NATIONAL,MBE,NATWHO,0,No,NV
8035,SCM+065979,1DELUC,DEFAULT,NV,2021-02-23 00:00:00.000,1NATIONAL,MBE,NATWHO,0,No,NV
8036,SCM+066098,1DELUC,DEFAULT,NV,2021-03-10 00:00:00.000,1NATIONAL,TBE,NATWHO,0,No,NV
8037,SCM+066099,1DELUC,DEFAULT,NV,2021-03-10 00:00:00.000,1NATIONAL,TBE,NATWHO,0,No,NV
8038,SCM+066100,1DELUC,DEFAULT,NV,2021-03-10 00:00:00.000,1NATIONAL,TBE,NATWHO,0,No,NV
8039,SCM+066514,1DELUC,DEFAULT,NV,2021-04-28 00:00:00.000,1NATIONAL,TBE,NATWHO,0,No,NV
8040,SCM+066545,1DELUC,DEFAULT,NV,2021-04-29 00:00:00.000,1NATIONAL,TBE,NATWHO,0,No,NV
8041,SCM+066546,1DELUC,DEFAULT,NV,2021-04-29 00:00:00.000,1NATIONAL,TBE,NATWHO,0,No,NV
8042,SCM+066547,1DELUC,DEFAULT,NV,2021-04-29 00:00:00.000,1NATIONAL,TBE,NATWHO,0,No,NV
8043,SCM+026925,1COLON,DEFAULT,ME,2010-01-12 00:00:00.000,1NATIONAL,GSC,NATWHO,0,No,ME
8044,SCM+026967,1COLON,DEFAULT,ME,2010-01-19 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8045,SCM+027167,1COLON,DEFAULT,ME,2010-02-04 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8046,SCM+027168,1COLON,DEFAULT,ME,2010-02-04 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8047,SCM+027254,1COLON,DEFAULT,ME,2010-02-11 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8048,SCM+027357,1COLON,DEFAULT,ME,2010-02-19 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8049,SCM+027442,1COLON,DEFAULT,ME,2010-03-03 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8050,SCM+027515,1COLON,DEFAULT,ME,2010-03-12 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8051,SCM+027538,1COLON,DEFAULT,ME,2010-03-15 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8052,SCM+027734,1COLON,DEFAULT,ME,2010-03-25 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8053,SCM+027735,1COLON,DEFAULT,ME,2010-03-25 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8054,SCM+027736,1COLON,DEFAULT,ME,2010-03-25 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8055,SCM+027767,1COLON,DEFAULT,ME,2010-03-16 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8056,SCM+027841,1COLON,DEFAULT,ME,2010-04-05 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8057,SCM+027842,1COLON,DEFAULT,ME,2010-04-05 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8058,SCM+027870,1COLON,DEFAULT,ME,2010-04-06 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8059,SCM+027874,1COLON,DEFAULT,ME,2010-04-06 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8060,SCM+028225,1COLON,DEFAULT,ME,2010-05-04 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8061,SCM+028226,1COLON,DEFAULT,ME,2010-05-04 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8062,SCM+028227,1COLON,DEFAULT,ME,2010-05-04 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8063,SCM+028235,1COLON,DEFAULT,ME,2010-05-05 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8064,SCM+028305,1COLON,DEFAULT,ME,2010-05-10 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8065,SCM+028306,1COLON,DEFAULT,ME,2010-05-10 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8066,SCM+028507,1COLON,DEFAULT,ME,2010-05-24 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8067,SCM+028681,1COLON,DEFAULT,ME,2010-06-09 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8068,SCM+028682,1COLON,DEFAULT,ME,2010-06-09 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8069,SCM+028683,1COLON,DEFAULT,ME,2010-06-09 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8070,SCM+028699,1COLON,DEFAULT,ME,2010-06-09 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8071,SCM+028700,1COLON,DEFAULT,ME,2010-06-10 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8072,SCM+028701,1COLON,DEFAULT,ME,2010-06-10 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8073,SCM+028702,1COLON,DEFAULT,ME,2010-06-10 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8074,SCM+028916,1COLON,DEFAULT,ME,2010-07-07 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8075,SCM+028917,1COLON,DEFAULT,ME,2010-07-07 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8076,SCM+029069,1COLON,DEFAULT,ME,2010-07-16 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8077,SCM+029235,1COLON,DEFAULT,ME,2010-08-09 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8078,SCM+029236,1COLON,DEFAULT,ME,2010-08-09 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8079,SCM+029240,1COLON,DEFAULT,ME,2010-08-09 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8080,SCM+029352,1COLON,DEFAULT,ME,2010-08-19 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8081,SCM+029357,1COLON,DEFAULT,ME,2010-08-19 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8082,SCM+029408,1COLON,DEFAULT,ME,2010-08-23 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8083,SCM+029571,1COLON,DEFAULT,ME,2010-09-08 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8084,SCM+029594,1COLON,DEFAULT,ME,2010-09-09 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8085,SCM+029595,1COLON,DEFAULT,ME,2010-09-09 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8086,SCM+029711,1COLON,DEFAULT,ME,2010-09-14 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8087,SCM+029744,1COLON,DEFAULT,ME,2010-09-21 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8088,SCM+029915,1COLON,DEFAULT,ME,2010-10-05 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8089,SCM+029922,1COLON,DEFAULT,ME,2010-10-04 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8090,SCM+029962,1COLON,DEFAULT,ME,2010-10-07 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8091,SCM+030079,1COLON,DEFAULT,ME,2010-10-19 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8092,SCM+030085,1COLON,DEFAULT,ME,2010-10-19 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8093,SCM+030111,1COLON,DEFAULT,ME,2010-10-21 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8094,SCM+030114,1COLON,DEFAULT,ME,2010-10-22 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8095,SCM+030262,1COLON,DEFAULT,ME,2010-11-04 00:00:00.000,1NATIONAL,MBU,NATWHO,0,No,ME
8096,SCM+059923,1COLON,DEFAULT,ME,2019-04-24 00:00:00.000,1NATIONAL,CFU,NATWHO,0,No,ME
8097,SCM+060062,1COLON,DEFAULT,ME,2019-05-07 00:00:00.000,1NATIONAL,CFU,NATWHO,0,No,ME
8098,SCM+060063,1COLON,DEFAULT,ME,2019-05-07 00:00:00.000,1NATIONAL,CFU,NATWHO,0,No,ME
8099,SCM+060064,1COLON,DEFAULT,ME,2019-05-07 00:00:00.000,1NATIONAL,CFU,NATWHO,0,No,ME
8100,SCM+060155,1COLON,DEFAULT,ME,2019-05-17 00:00:00.000,1NATIONAL,CFU,NATWHO,0,No,ME
8101,SCM+060156,1COLON,DEFAULT,ME,2019-05-17 00:00:00.000,1NATIONAL,CFU,NATWHO,0,No,ME
8102,SCM+060179,1COLON,DEFAULT,ME,2019-05-24 00:00:00.000,1NATIONAL,CFU,NATWHO,0,No,ME
8103,SCM+060196,1COLON,DEFAULT,ME,2019-05-28 00:00:00.000,1NATIONAL,CFU,NATWHO,0,No,ME
8104,SCM+060284,1COLON,DEFAULT,ME,2019-06-05 00:00:00.000,1NATIONAL,CFU,NATWHO,0,No,ME
8105,SCM+060286,1COLON,DEFAULT,ME,2019-06-05 00:00:00.000,1NATIONAL,CFU,NATWHO,0,No,ME
8106,SCM+060287,1COLON,DEFAULT,ME,2019-06-05 00:00:00.000,1NATIONAL,CFU,NATWHO,0,No,ME
8107,SCM+060732,1COLON,DEFAULT,ME,2019-07-15 00:00:00.000,1NATIONAL,CFU,NATWHO,0,No,ME
8108,SCM+060918,1COLON,DEFAULT,ME,2019-08-02 00:00:00.000,1NATIONAL,CFU,NATWHO,0,No,ME
8109,SCM+060920,1COLON,DEFAULT,ME,2019-08-02 00:00:00.000,1NATIONAL,CFU,NATWHO,0,No,ME
